Email,Name,Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Backlog in 5th sem,Innovative Project(Y/N),Communication level,Technical Course,Placement(Y/N)?,Required job role ,
daksha141@example.com,Daksha Acharya,Female,State Board,78.6,ISE,82.6,Artificial Intelligence And Machine Learning,7.1,Yes,No,2,Yes,1,1,Not Placed,AI Engineer,
gverma@example.org,Geeta Verma,Female,CBSE,88.1,Other state Board,82.4,Computer Science ,7.49,No,No,2,No,5,2,Not Placed,Full Stack Developer,
tagarwal@example.net,Tyagi Agarwal,Male,CBSE,85.5,CISCE,88.5,Information Technology,9.48,No,No,0,Yes,2,4,Placed,Cloud Engineer,
rishi.p459@example.net,Rishi Parekh,Male,ICSE,91.8,WBCHSE,65,Artificial Intelligence and Data Science,7.79,No,No,1,Yes,1,3,Not Placed,Business Analyst,
nsood@example.net,Nikhil Sood,Male,CBSE,73.2,ISE,86.4,Computer Science ,9.16,Yes,No,0,Yes,4,2,Placed,Full Stack Developer,
lzaveri@example.com,Lakshya Zaveri,Male,WBBSE,99.9,WBCHSE,69,Cyber Security Engineer,8.3,No,Yes,0,Yes,5,2,Placed,Cyber Security Analyst,
rheathakur@example.com,Rhea Thakur,Female,CBSE,77.5,WBCHSE,91,Computer Science ,7.11,No,Yes,2,Yes,5,1,Not Placed,Full Stack Developer,
jai.b832@example.org,Jai Bhatt,Male,State Board,83.7,CBSE,68.9,Cyber Security Engineer,8.34,No,No,1,No,4,2,Not Placed,Cyber Security Analyst,
lalit.parekh157@example.org,Lalit Parekh,Male,WBBSE,91.7,ISE,80.6,Cyber Security Engineer,9.16,Yes,Yes,0,Yes,3,4,Placed,Cyber Security Analyst,
ajay341@example.com,Ajay Khanolkar,Male,ICSE,72.4,Other state Board,65.1,Computer Science ,8.64,No,Yes,0,Yes,5,2,Placed,Full Stack Developer,
vikas.yadav@example.org,Vikas Yadav,Male,ICSE,70.8,ISE,87.3,Cyber Security Engineer,8.49,No,No,0,Yes,1,2,Placed,Cyber Security Analyst,
aditidalal@example.net,Aditi Dalal,Female,CBSE,82.9,Other state Board,92.8,Computer Science ,7.01,No,Yes,2,Yes,2,2,Not Placed,Full Stack Developer,
bhavana.i273@example.org,Bhavana Iyer,Male,State Board,84.8,CBSE,63.7,Information Technology,9.35,No,Yes,0,No,4,2,Placed,Cloud Engineer,
sameer.s874@example.org,Sameer Soni,Male,WBBSE,99.8,Other state Board,70.7,Artificial Intelligence and Machine Learning,8.43,Yes,No,0,Yes,3,1,Not Placed,Machine Learning Engineer,
veda.jha@example.org,Veda Jha,Female,WBBSE,70.6,Other state Board,73.3,Artificial Intelligence and Data Science,8.49,Yes,No,0,No,2,2,Placed,Business Analyst,
sana.rai@example.net,Sana Rai,Female,State Board,91.2,CBSE,68.6,Artificial Intelligence And Machine Learning,7.28,No,No,2,No,5,3,Not Placed,AI Engineer,
ajay.chauhan@example.net,Ajay Chauhan,Male,WBBSE,80.5,ISE,94.8,Artificial Intelligence and Data Science,8.8,Yes,Yes,0,No,3,3,Placed,Data Analyst,
yaminisaini@example.com,Yamini Saini,Female,State Board,70.9,WBCHSE,88.6,Cyber Security Engineer,8.24,No,Yes,0,Yes,4,3,Placed,Cyber Security Analyst,
sunil_khandelwal@example.com,Sunil Khandelwal,Male,ICSE,97,Other state Board,78.4,Computer Science,7.61,Yes,Yes,1,No,5,2,Not Placed,Software Developer,
shikha.sengupta@example.com,Shikha Sengupta,Female,ICSE,88.3,WBCHSE,83.6,Artificial Intelligence and Machine Learning,7.27,No,No,2,No,2,2,Not Placed,Machine Learning Engineer,
isrivastava@example.com,Ishaan Srivastava,Male,ICSE,88.7,CBSE,76.4,Information Technology,9.25,No,Yes,0,Yes,1,3,Placed,Cloud Engineer,
pavan186@example.com,Pavan Varma,Male,State Board,85.3,Other state Board,55,Information Technology,7.93,No,No,1,Yes,3,3,Not Placed,Cloud Engineer,
charan636@example.net,Charan Iyengar,Male,ICSE,59,CBSE,87,Information Technology,8.68,Yes,No,0,No,2,2,Placed,Cloud Engineer,
esha@example.org,Esha Bose,Female,WBBSE,87.1,Other state Board,80.9,Artificial Intelligence And Machine Learning,8.27,Yes,Yes,0,Yes,1,2,Placed,AI Engineer,
sanjay.p@example.com,Sanjay Prasad,Male,WBBSE,96.5,Other state Board,86.1,Artificial Intelligence and Data Science,8.82,No,Yes,0,No,4,1,Not Placed,Data Analyst,
vchopra@example.com,Vishal Chopra,Male,ICSE,91,ISE,63.5,Artificial Intelligence and Data Science,7.04,Yes,Yes,1,No,2,3,Not Placed,Business Analyst,
mira@example.org,Mira Sood,Female,CBSE,81.8,Other state Board,84,Artificial Intelligence and Machine Learning,7.12,No,Yes,2,Yes,5,3,Not Placed,Data Analyst,
shikha.p205@example.org,Shikha Prasad,Female,WBBSE,73,Other state Board,66.2,Information Technology,8.66,Yes,Yes,0,Yes,1,1,Not Placed,Cloud Engineer,
veda.dutta@example.net,Veda Dutta,Female,CBSE,76.4,WBCHSE,93.5,Information Technology,8.13,No,No,0,Yes,4,2,Placed,Cloud Engineer,
kraina@example.com,Kiran Raina,Male,ICSE,83.9,Other state Board,83.1,Artificial Intelligence and Data Science,8.27,Yes,No,0,No,4,2,Placed,Data Analyst,
uday.p@example.net,Uday Parekh,Male,State Board,90.5,CBSE,74.7,Cyber Security Engineer,8.71,No,Yes,0,Yes,4,3,Placed,Cyber Security Analyst,
veer.chandra52@example.net,Veer Chandra,Male,ICSE,94,ISE,76.9,Information Technology,8.85,Yes,No,0,Yes,4,3,Placed,Cloud Engineer,
suhana.bose295@example.com,Suhana Bose,Female,CBSE,85.9,WBCHSE,69.8,Artificial Intelligence and Data Science,8.47,No,Yes,0,No,2,2,Placed,Data Analyst,
sahanasrivastava@example.org,Sahana Srivastava,Female,State Board,98.5,Other state Board,64.2,Information Technology,7.09,No,Yes,2,Yes,4,3,Not Placed,Cloud Engineer,
shan.dalal860@example.com,Shan Dalal,Male,CBSE,90.6,CBSE,96.4,Artificial Intelligence and Data Science,8.26,Yes,No,0,No,1,2,Placed,Data Analyst,
sana_kakkar@example.org,Sana Kakkar,Female,ICSE,97.2,WBCHSE,89.7,Artificial Intelligence and Machine Learning,8.33,Yes,Yes,0,Yes,5,1,Not Placed,Machine Learning Engineer,
ajoshi@example.org,Ajay Joshi,Male,ICSE,89.2,Other state Board,87.5,Computer Science ,9.17,Yes,Yes,0,Yes,1,4,Placed,Full Stack Developer,
jasmine.b@example.com,Jasmine Bhatt,Female,CBSE,97.6,Other state Board,88,Artificial Intelligence and Data Science,8.11,Yes,No,0,Yes,4,2,Placed,Data Analyst,
tbedi@example.org,Tanvi Bedi,Female,WBBSE,84.2,CBSE,61.9,Artificial Intelligence And Machine Learning,8.57,Yes,No,0,Yes,5,3,Placed,AI Engineer,
umehra@example.org,Uday Mehra,Male,WBBSE,82.8,Other state Board,62.6,Information Technology,8.04,No,Yes,0,Yes,4,2,Placed,Cloud Engineer,
tejas_saxena@example.com,Tejas Saxena,Male,CBSE,72.6,ISE,91.8,Artificial Intelligence and  Machine Learning,7.39,Yes,No,2,No,4,4,Not Placed,Data Analyst,
namaniyer@example.net,Naman Iyer,Male,ICSE,91,ISE,85,Information Technology,7.51,No,Yes,2,Yes,2,1,Not Placed,Cloud Engineer,
simran.j825@example.net,Simran Jha,Female,CBSE,82.8,ISE,83.1,Cyber Security Engineer,7.77,No,Yes,2,Yes,5,3,Not Placed,Cyber Security Analyst,
kriti.jain@example.org,Kriti Jain,Female,CBSE,75.4,ISE,74.7,Computer Science ,7.32,Yes,Yes,0,Yes,1,4,Placed,Full Stack Developer,
priya.k@example.net,Priya Khan,Female,ICSE,90.8,Other state Board,66.4,Artificial Intelligence and Data Science,7.4,No,Yes,2,Yes,5,1,Not Placed,Data Analyst,
shan@example.net,Shan Rao,Male,ICSE,93,ISE,92.5,Cyber Security Engineer,8.01,Yes,No,0,Yes,5,3,Placed,Cyber Security Analyst,
krishna_kapoor@example.com,Krishna Kapoor,Male,State Board,78.3,CBSE,80.1,Information Technology,7.12,Yes,No,2,Yes,3,4,Not Placed,Cloud Engineer,
saggarwal@example.net,Sameer Aggarwal,Male,CBSE,74.1,ISE,81.6,Artificial Intelligence and Machine Learning,8.77,Yes,Yes,0,Yes,5,2,Placed,Machine Learning Engineer,
amol.khandelwal@example.net,Amol Khandelwal,Male,State Board,78.4,WBCHSE,63.9,Artificial Intelligence and Data Science,7.54,Yes,Yes,1,Yes,5,3,Not Placed,Data Analyst,
isha.m@example.com,Isha Mistry,Female,ICSE,70.5,WBCHSE,71.4,Artificial Intelligence and Machine Learning,8.82,Yes,No,0,Yes,3,1,Placed,Machine Learning Engineer,
ajay.s@example.com,Ajay Sengupta,Male,WBBSE,86.7,CBSE,93.2,Artificial Intelligence and Data Science,7.21,No,Yes,2,Yes,3,3,Not Placed,Data Analyst,
vinaykohli@example.org,Vinay Kohli,Male,CBSE,95,Other state Board,67,Artificial Intelligence and  Machine Learning,7.2,Yes,No,2,Yes,4,2,Not Placed,Data Analyst,
shaila_bhatt@example.net,Shaila Bhatt,Female,CBSE,84.5,ISE,82,Artificial Intelligence and Data Science,7.79,Yes,No,1,Yes,1,3,Not Placed,Business Analyst,
suhanasetia@example.com,Suhana Setia,Female,WBBSE,76.8,CBSE,92,Artificial Intelligence and Data Science,9.94,Yes,No,0,Yes,2,1,Not Placed,Data Analyst,
uday1@example.org,Uday Banerjee,Male,ICSE,90.8,CBSE,66.3,Computer Science ,8.83,Yes,Yes,0,Yes,1,2,Placed,Full Stack Developer,
asoni@example.org,Ajay Soni,Male,WBBSE,73.1,CBSE,89,Computer Science,8.13,Yes,No,0,Yes,4,3,Placed,Cyber Security Analyst,
esha.subramanian@example.net,Esha Subramanian,Female,WBBSE,93.2,ISE,74.5,Computer Science ,9.39,No,No,0,Yes,5,4,Placed,Full Stack Developer,
vkapadia@example.org,Vishal Kapadia,Male,ICSE,81.8,WBCHSE,93.4,Cyber Security Engineer,8.8,No,No,0,Yes,5,2,Placed,Cyber Security Analyst,
daksha.khan95@example.net,Daksha Khan,Female,CBSE,86.5,Other state Board,62.3,Artificial Intelligence and Data Science,7.99,No,No,0,Yes,5,2,Placed,Data Analyst,
dev_kapadia@example.com,Dev Kapadia,Male,ICSE,85.5,Other state Board,71.3,Computer Science,7.65,Yes,Yes,0,Yes,2,3,Placed,Machine Learning Engineer,
amansingh@example.net,Aman Singh,Male,State Board,86.6,CBSE,73.4,Cyber Security Engineer,8.3,Yes,No,0,Yes,1,3,Placed,Cyber Security Analyst,
deeksha.gupta214@example.net,Deeksha Gupta,Female,State Board,99.2,WBCHSE,87.3,Artificial Intelligence and Data Science,7.9,Yes,No,0,Yes,2,3,Placed,Data Analyst,
dnayak@example.net,Dev Nayak,Male,State Board,85.1,WBCHSE,78.6,Artificial Intelligence and Data Science,9.55,No,No,0,Yes,5,3,Placed,Business Analyst,
aarav.reddy135@example.net,Aarav Reddy,Male,CBSE,98.9,ISC,93,Artificial Intelligence and Machine Learning,8.2,Yes,Yes,0,Yes,4,2,Placed,Machine Learning Engineer,
farhan.menon@example.com,Farhan Menon,Male,WBBSE,95,CBSE,90,Information Technology,7,No,Yes,2,Yes,2,3,Not Placed,Cloud Engineer,
aditi.srivastava604@example.org,Aditi Srivastava,Female,CBSE,84.3,ISE,83.9,Artificial Intelligence and Data Science,9.36,Yes,No,0,Yes,5,2,Placed,Business Analyst,
amenon@example.net,Advait Menon,Male,WBBSE,90.3,Other state Board,60.3,Computer Science,7.17,No,No,2,Yes,5,3,Not Placed,Software Developer,
meera.nambiar@example.org,Meera Nambiar,Female,CBSE,87.3,Other state Board,88,Artificial Intelligence and  Machine Learning,9.08,Yes,Yes,0,No,5,2,Placed,Data Analyst,
swara@example.org,Swara Subramanian,Female,State Board,74.6,Other state Board,92.5,Artificial Intelligence And Machine Learning,9.32,Yes,Yes,0,Yes,2,1,Not Placed,AI Engineer,
om@example.net,Om Nath,Male,State Board,82.4,CBSE,87.7,Information Technology,8.2,Yes,No,1,Yes,2,2,Not Placed,Cloud Engineer,
pari.s33@example.com,Pari Sengupta,Female,State Board,85,WBCHSE,92.4,Artificial Intelligence and Machine Learning,8.94,Yes,Yes,0,No,5,3,Placed,Machine Learning Engineer,
nikhil.t504@example.net,Nikhil Tripathi,Male,State Board,80.2,ISE,83.9,Computer Science,8.97,Yes,Yes,0,No,4,4,Placed,Machine Learning Engineer,
yash.yadav@example.net,Yash Yadav,Male,CBSE,84,Other state Board,85.6,Computer Science,9.59,No,No,0,Yes,3,2,Placed,Software Developer,
avnigupta@example.net,Avni Gupta,Female,State Board,75.9,ISE,94,Cyber Security Engineer,9.25,Yes,Yes,0,Yes,5,3,Placed,Cyber Security Analyst,
rishi_bajaj@example.net,Rishi Bajaj,Male,ICSE,96,CBSE,81.4,Artificial Intelligence and Data Science,9.2,No,Yes,0,Yes,2,2,Placed,Data Analyst,
pavan.s@example.org,Pavan Saxena,Male,WBBSE,89.3,Other state Board,84,Artificial Intelligence and Machine Learning,7.77,No,Yes,1,Yes,3,2,Not Placed,Cloud Engineer,
arjun.gopal@example.net,Arjun Gopal,Male,State Board,99,CBSE,90.1,Cyber Security Engineer,7,No,Yes,2,No,3,2,Not Placed,Cyber Security Analyst,
simran.n@example.com,Simran Nair,Female,CBSE,85.2,WBCHSE,89,Artificial Intelligence and Data Science,9.6,Yes,Yes,0,Yes,2,3,Placed,Business Analyst,
maya.sinha@example.org,Maya Sinha,Female,ICSE,90,WBCHSE,81.4,Artificial Intelligence And Machine Learning,7.14,No,No,1,Yes,1,2,Not Placed,AI Engineer,
skakkar@example.net,Sonal Kakkar,Female,CBSE,74,CBSE,71.9,Artificial Intelligence and Data Science,7.17,No,No,2,No,2,1,Not Placed,Business Analyst,
farhansundar@example.com,Farhan Sundar,Male,State Board,81.2,Other state Board,87.7,Cyber Security Engineer,9.09,Yes,No,0,Yes,3,2,Placed,Cyber Security Analyst,
anil.iyengar@example.net,Anil Iyengar,Male,State Board,80.3,CBSE,85.1,Cyber Security Engineer,7.11,Yes,Yes,1,Yes,2,3,Not Placed,Cyber Security Analyst,
sonia.sundar@example.com,Sonia Sundar,Female,WBBSE,97.6,MSBTE,82.4,Computer Science,7.8,No,No,2,Yes,1,2,Not Placed,Software Developer,
ritu@example.com,Ritu Aggarwal,Female,CBSE,87.2,WBCHSE,90.7,Artificial Intelligence and Data Science,9.49,Yes,Yes,0,No,2,2,Placed,Business Analyst,
maya.srivastava770@example.org,Maya Srivastava,Female,ICSE,89.3,CBSE,72,Computer Science ,7.27,Yes,Yes,2,No,3,3,Not Placed,Full Stack Developer,
vikas.dalal@example.org,Vikas Dalal,Male,State Board,86.7,ISE,93.8,Artificial Intelligence and Machine Learning,8.33,Yes,No,0,No,3,2,Placed,Data Analyst,
kiran1@example.com,Kiran Kapoor,Male,ICSE,89,CBSE,88.2,Artificial Intelligence and Data Science,8.02,Yes,No,1,No,1,2,Not Placed,Data Analyst,
seemadutta@example.net,Seema Dutta,Female,CBSE,85.2,WBCHSE,64.6,Artificial Intelligence and Data Science,9.37,Yes,Yes,0,Yes,2,2,Placed,Business Analyst,
krishna.kaur@example.com,Krishna Kaur,Male,WBBSE,88,WBCHSE,75.9,Information Technology,7.1,No,No,2,No,3,1,Not Placed,Cloud Engineer,
tejas.vijay@example.net,Tejas Vijay,Male,WBBSE,73,ISE,85.6,Information Technology,7.19,Yes,No,2,Yes,4,2,Not Placed,Cloud Engineer,
sakshi_jha@example.net,Sakshi Jha,Female,WBBSE,96,WBCHSE,66.8,Artificial Intelligence And Machine Learning,8.03,No,No,1,Yes,5,3,Not Placed,AI Engineer,
zara.parekh31@example.com,Zara Parekh,Female,ICSE,78.4,CBSE,74.4,Information Technology,8.43,No,No,0,Yes,5,2,Placed,Cloud Engineer,
gautam.gopal@example.org,Gautam Gopal,Male,CBSE,71.7,ISE,62.5,Artificial Intelligence and Data Science,9.01,Yes,Yes,0,Yes,1,1,Not Placed,Data Analyst,
keertiagarwal@example.net,Keerti Agarwal,Female,WBBSE,93,Other state Board,94.7,Cyber Security Engineer,8.09,No,Yes,0,No,5,2,Placed,Cyber Security Analyst,
madhavgupta@example.com,Madhav Gupta,Male,State Board,72.8,Other state Board,65.8,Computer Science,7.58,No,Yes,2,Yes,4,3,Not Placed,Cyber Security Analyst,
anil@example.org,Anil Bhatt,Male,ICSE,96.8,CBSE,82,Artificial Intelligence And Machine Learning,8.4,Yes,No,0,No,2,2,Placed,AI Engineer,
nakulsinha@example.net,Nakul Sinha,Male,ICSE,93.2,CBSE,67.1,Artificial Intelligence and Machine Learning,8.62,Yes,Yes,0,Yes,3,1,Not Placed,Machine Learning Engineer,
jasmine@example.com,Jasmine Reddy,Female,ICSE,84.7,Other state Board,82.2,Computer Science,8.11,No,Yes,0,Yes,2,2,Not Placed,Machine Learning Engineer,
bhavana.malhotra692@example.com,Bhavana Malhotra,Male,State Board,70.1,Other state Board,68.2,Cyber Security Engineer,8.24,Yes,No,1,Yes,2,4,Not Placed,Cyber Security Analyst,
gautam_yadav@example.net,Gautam Yadav,Male,WBBSE,92.8,CBSE,78.6,Artificial Intelligence and Data Science,8.69,Yes,Yes,0,Yes,2,4,Placed,Data Analyst,
mverma@example.net,Mira Verma,Female,CBSE,97.2,CBSE,77.5,Artificial Intelligence and  Machine Learning,7.07,Yes,Yes,2,Yes,4,4,Not Placed,Data Analyst,
arnav.s@example.net,Arnav Sood,Male,WBBSE,99.5,ISE,73.8,Artificial Intelligence and Data Science,7.56,No,Yes,2,Yes,3,2,Not Placed,Data Analyst,
shan.s@example.org,Shan Saxena,Male,WBBSE,99.3,ISE,84.4,Artificial Intelligence and Machine Learning,7.75,Yes,No,0,Yes,3,3,Placed,Machine Learning Engineer,
akira.n58@example.com,Akira Nath,Female,WBBSE,81.7,ISE,83.2,Artificial Intelligence And Machine Learning,7.68,No,Yes,0,Yes,2,2,Not Placed,AI Engineer,
deekshasengupta@example.org,Deeksha Sengupta,Female,ICSE,99.5,WBCHSE,66.9,Artificial Intelligence and Data Science,7.16,No,No,2,Yes,5,3,Not Placed,Data Analyst,
ishaan.shetty@example.net,Ishaan Shetty,Male,ICSE,77.1,CBSE,85.3,Artificial Intelligence and Data Science,8.94,No,Yes,0,Yes,5,2,Placed,Business Analyst,
mohitmenon@example.net,Mohit Menon,Male,ICSE,80.8,WBCHSE,81.8,Information Technology,9.21,Yes,Yes,0,Yes,3,4,Placed,Cloud Engineer,
diya827@example.org,Diya Ghosh,Female,WBBSE,88.5,CBSE,62.2,Artificial Intelligence And Machine Learning,7.67,Yes,Yes,1,No,2,3,Not Placed,AI Engineer,
anaya.thomas448@example.com,Anaya Thomas,Female,CBSE,90.8,ISE,74.5,Cyber Security Engineer,9.39,Yes,No,0,Yes,4,1,Placed,Cyber Security Analyst,
nakul.iyer@example.org,Nakul Iyer,Male,CBSE,83.1,ISE,86.4,Information Technology,7.94,Yes,No,1,Yes,1,2,Not Placed,Cloud Engineer,
rhea_tripathi@example.com,Rhea Tripathi,Female,State Board,90,CBSE,70.3,Artificial Intelligence and Data Science,8.31,No,No,0,No,1,3,Placed,Data Analyst,
mchaudhary@example.net,Madhav Chaudhary,Male,CBSE,71.5,ISE,68.7,Artificial Intelligence and  Machine Learning,9.26,Yes,No,0,Yes,2,4,Placed,Data Analyst,
nsoni@example.com,Nakul Soni,Male,CBSE,95.6,CBSE,67.2,Artificial Intelligence and Data Science,9.47,Yes,No,0,Yes,1,4,Placed,Data Analyst,
faiz@example.com,Faiz Walia,Male,ICSE,94.7,WBCHSE,83.1,Artificial Intelligence and Data Science,7.41,Yes,Yes,0,No,2,3,Placed,Business Analyst,
leena_shah@example.org,Leena Shah,Female,ICSE,80.5,ISE,73.5,Artificial Intelligence and Machine Learning,8.16,Yes,No,0,Yes,1,2,Not Placed,Cloud Engineer,
swara.mehra@example.com,Swara Mehra,Female,WBBSE,80.8,WBCHSE,93,Computer Science,8.25,Yes,No,0,Yes,5,1,Not Placed,Cyber Security Analyst,
pavanchatterjee@example.org,Pavan Chatterjee,Male,CBSE,92.5,CBSE,92.3,Computer Science ,7.99,Yes,No,0,Yes,3,2,Placed,Full Stack Developer,
sonal.kapadia@example.com,Sonal Kapadia,Female,State Board,90.1,WBCHSE,76,Computer Science,8.17,Yes,Yes,1,No,5,3,Not Placed,Cloud Engineer,
avniprasad@example.com,Avni Prasad,Female,CBSE,86.6,CBSE,69.5,Computer Science ,7.12,No,Yes,2,Yes,3,3,Not Placed,Full Stack Developer,
sunil.mistry@example.net,Sunil Mistry,Male,State Board,83.2,Other state Board,56.7,Computer Science,8.26,No,Yes,1,Yes,3,2,Not Placed,Software Developer,
nirav.chopra@example.net,Nirav Chopra,Male,State Board,57.7,ISE,92.7,Artificial Intelligence and Data Science,9.05,Yes,Yes,0,Yes,1,2,Not Placed,Data Analyst,
naina641@example.org,Naina Chandra,Female,WBBSE,77.1,CBSE,91.1,Artificial Intelligence and Machine Learning,8.08,Yes,No,0,Yes,3,3,Placed,Machine Learning Engineer,
vgautam@example.com,Veer Gautam,Male,State Board,91.1,Other state Board,72.1,Artificial Intelligence and  Machine Learning,9.37,No,Yes,0,Yes,5,2,Placed,Data Analyst,
neha_yadav@example.org,Neha Yadav,Female,ICSE,95.8,Other state Board,63.3,Artificial Intelligence and Data Science,9.36,Yes,Yes,0,No,4,2,Placed,Data Analyst,
rgarg@example.org,Ritu Garg,Female,CBSE,71.6,ISE,93.3,Computer Science ,8.3,Yes,No,0,Yes,2,3,Placed,Full Stack Developer,
naman.zade@example.org,Naman Zade,Male,CBSE,99.7,ISE,79,Computer Science ,9.14,Yes,Yes,0,Yes,2,4,Placed,Full Stack Developer,
anaya.kapadia94@example.net,Anaya Kapadia,Female,CBSE,79.9,CBSE,70,Artificial Intelligence and Data Science,8,No,Yes,1,No,1,4,Not Placed,Data Analyst,
rohan.g@example.net,Rohan Ghosh,Male,ICSE,75,Other state Board,85.1,Information Technology,9.13,Yes,Yes,0,No,1,3,Placed,Cloud Engineer,
tarun.madan@example.net,Tarun Madan,Male,CBSE,86.3,Other state Board,71.7,Artificial Intelligence and Machine Learning,8.15,No,No,0,No,4,2,Placed,Machine Learning Engineer,
smohan@example.com,Saurabh Mohan,Male,CBSE,82,Other state Board,72.3,Information Technology,7.59,Yes,Yes,0,Yes,1,2,Placed,Cloud Engineer,
amara.zade@example.org,Amara Zade,Female,State Board,82.4,CBSE,88.8,Artificial Intelligence And Machine Learning,9.07,Yes,Yes,0,Yes,5,2,Placed,AI Engineer,
siddharth42@example.com,Siddharth Iyengar,Male,ICSE,79.8,Other state Board,53,Artificial Intelligence and Machine Learning,7.1,Yes,Yes,2,Yes,2,3,Not Placed,Machine Learning Engineer,
shraddha.y@example.net,Shraddha Yadav,Female,WBBSE,61,Other state Board,81.1,Artificial Intelligence and Data Science,8.68,Yes,Yes,0,Yes,3,4,Placed,Data Analyst,
csubramanian@example.org,Chaitra Subramanian,Female,CBSE,71.2,WBCHSE,92.1,Artificial Intelligence and Data Science,8.66,No,No,0,Yes,1,4,Placed,Data Analyst,
swara_sinha@example.net,Swara Sinha,Female,ICSE,80.4,ISE,84.8,Computer Science,7.5,Yes,Yes,1,No,5,4,Not Placed,Cyber Security Analyst,
sanya.singh@example.net,Sanya Singh,Female,CBSE,72,Other state Board,88.6,Cyber Security Engineer,7.85,Yes,Yes,1,Yes,1,3,Not Placed,Cyber Security Analyst,
sthakur@example.net,Shan Thakur,Male,WBBSE,72.2,CBSE,78.1,Artificial Intelligence and Machine Learning,7.78,Yes,Yes,1,Yes,2,1,Not Placed,Machine Learning Engineer,
yash.adhikari@example.com,Yash Adhikari,Male,CBSE,88.2,ISE,77.6,Computer Science,8.22,No,Yes,1,Yes,4,2,Not Placed,Cloud Engineer,
rishiparekh@example.net,Rishi Parekh,Male,State Board,73.8,CBSE,71.6,Artificial Intelligence and Data Science,8.15,Yes,Yes,0,No,1,3,Placed,Data Analyst,
shiv.p@example.net,Shiv Parekh,Male,State Board,86.8,CBSE,60.9,Artificial Intelligence And Machine Learning,8.06,Yes,Yes,1,No,2,4,Not Placed,AI Engineer,
anika@example.org,Anika Shah,Female,CBSE,78.8,ISE,78.4,Computer Science ,7.71,Yes,Yes,1,Yes,4,2,Not Placed,Full Stack Developer,
trisha_khanolkar@example.net,Trisha Khanolkar,Female,State Board,96.5,CBSE,69.3,Artificial Intelligence and  Machine Learning,8.02,No,No,0,Yes,5,1,Not Placed,Data Analyst,
shanay.nambiar@example.net,Shanay Nambiar,Male,ICSE,88.8,WBCHSE,75.6,Information Technology,9.16,Yes,Yes,0,Yes,3,2,Placed,Cloud Engineer,
kchaudhary@example.com,Kriti Chaudhary,Female,CBSE,85.4,ISE,74.7,Computer Science,8.65,Yes,No,0,No,2,3,Placed,Cloud Engineer,
kavyabanerjee@example.com,Kavya Banerjee,Female,CBSE,78.2,Other state Board,62.3,Artificial Intelligence and Machine Learning,8.68,No,Yes,0,Yes,1,3,Placed,Machine Learning Engineer,
biyer@example.net,Bhavana Iyer,Male,CBSE,80,WBCHSE,85.4,Computer Science,8.41,Yes,Yes,0,Yes,2,4,Placed,Machine Learning Engineer,
suraj.bedi541@example.com,Suraj Bedi,Male,State Board,80.8,WBCHSE,63.1,Computer Science,9.3,Yes,No,0,Yes,2,1,Not Placed,Software Developer,
seema.sinha613@example.org,Seema Sinha,Female,ICSE,97.9,WBCHSE,77.8,Cyber Security Engineer,8.01,No,Yes,0,No,2,2,Placed,Cyber Security Analyst,
bhavanamalhotra@example.net,Bhavana Malhotra,Male,WBBSE,87.5,ISE,82.9,Artificial Intelligence and Data Science,8.45,Yes,Yes,1,Yes,2,3,Not Placed,Data Analyst,
tejas_mehra@example.org,Tejas Mehra,Male,ICSE,79.9,CBSE,76.8,Artificial Intelligence and Machine Learning,9.12,No,No,0,Yes,4,4,Placed,Cloud Engineer,
kriti_jha@example.org,Kriti Jha,Female,WBBSE,86.2,ISE,68,Cyber Security Engineer,7.92,No,No,1,Yes,3,3,Not Placed,Cyber Security Analyst,
sakshi.saini461@example.com,Sakshi Saini,Female,ICSE,79.6,Other state Board,72.6,Artificial Intelligence and Data Science,9.24,Yes,Yes,0,Yes,4,2,Placed,Business Analyst,
ppatel@example.org,Priya Patel,Female,WBBSE,98.4,WBCHSE,68.6,Artificial Intelligence And Machine Learning,8.99,Yes,No,0,Yes,5,1,Not Placed,AI Engineer,
vmohan@example.org,Vishal Mohan,Male,State Board,94.1,ISE,66.3,Artificial Intelligence and Data Science,7.24,No,Yes,2,Yes,3,2,Not Placed,Business Analyst,
naman.saini@example.net,Naman Saini,Male,State Board,70,CBSE,63.1,Cyber Security Engineer,7.14,No,Yes,2,Yes,4,2,vPlaced,Cyber Security Analyst,
meera.malhotra@example.net,Meera Malhotra,Female,ICSE,85.7,ISE,86.1,Cyber Security Engineer,8.35,No,Yes,1,Yes,2,2,Not Placed,Cyber Security Analyst,
atul.prasad@example.org,Atul Prasad,Male,WBBSE,84.3,ISE,69.4,Computer Science,8.93,Yes,Yes,1,Yes,2,1,Not Placed,Software Developer,
rachit_kapoor@example.com,Rachit Kapoor,Male,ICSE,97.5,CBSE,65.6,Artificial Intelligence and Data Science,8.8,Yes,Yes,0,Yes,2,1,Not Placed,Business Analyst,
himani.iyengar@example.org,Himani Iyengar,Female,ICSE,91.1,CBSE,79.9,Computer Science ,9.29,Yes,No,0,Yes,3,2,Placed,Full Stack Developer,
vishalchatterjee@example.com,Vishal Chatterjee,Male,WBBSE,83.7,CBSE,84.2,Artificial Intelligence and Machine Learning,8.4,Yes,Yes,0,Yes,3,3,Placed,Data Analyst,
